timestamp,url,format,concurrency,requests,errors,total_time_s,throughput_rps,p50_ms,p95_ms,p99_ms,mean_ms
2026-09-06T14:23:35.555379,http://localhost:8001/run,tool,100,3000,3000,210.6654,14.2406,7091.4173,10025.9252,10033.381,7010.1667
2026-09-06T14:25:38.787735,http://localhost:8001/run,tool,100,3000,3000,123.2276,24.3452,4101.1738,4123.1101,4134.5147,4099.7238
2026-09-06T16:12:27.586569,http://localhost:8001/run,tool,20,3000,0,242.3779,12.3774,1565.3248,2197.2422,2521.3611,1612.1578
2026-09-06T16:16:32.149617,http://localhost:8001/run,tool,20,3000,0,244.5584,12.267,1588.6145,2354.1397,2694.8467,1628.9657
2026-09-06T16:20:41.087288,http://localhost:8001/run,tool,20,3000,0,248.9325,12.0515,1599.09,2302.0787,2576.2794,1654.7529
