timestamp,url,format,concurrency,requests,errors,total_time_s,throughput_rps,p50_ms,p95_ms,p99_ms,mean_ms
2026-08-14T15:49:46.835006,http://localhost:8001/run,tool,10,200,0,2.1793,91.7707,105.8873,121.0141,126.5324,107.6604
2026-08-14T15:54:39.101970,http://localhost:8001/run,tool,10,200,0,2.2377,89.377,105.5632,123.8956,126.9333,108.574
